Date,Store Zip Code,Product,Payment Type,Units,Amount of Sale,Revenue Discount,COGS
10/12/2016,97204,Yanaki,Debit Mastercard,1,28.75,0,15.36
10/25/2016,97204,Aspen,In Store,2,55.9,0,26.18
11/7/2016,97204,Carlota,Debit Mastercard,6,167.7,0.1,68.7
11/7/2016,97401,Carlota,Cash,6,167.7,0.1,74.1
11/6/2016,97222,Yanaki,American Express,1,28.75,0,14.35
12/16/2016,97229,Bellen,Cash,1,24.95,0,13.82
12/11/2016,97440,Fun Fly,Paypal,1,4.95,0,4.8
10/12/2016,97283,Quad,Paypal,1,43.96,0,21.94
10/2/2016,97401,Quad,Debit Mastercard,13,571.48,0.1875,295.88
10/3/2016,97401,Carlota,Debit Visa,12,335.4,0.1875,151.08
12/13/2016,97401,Bellen,American Express,1,24.95,0,12.87
10/18/2016,97440,Carlota,Paypal,1,27.95,0,14.07
11/30/2016,97222,Carlota,Debit Mastercard,1,27.95,0,13.91
12/17/2016,97204,Carlota,Cash,1,27.95,0,13.09
11/11/2016,97204,Carlota,Cash,1,27.95,0,13.98
10/16/2016,97222,Carlota,Mastercard,1,27.95,0,13.92
12/13/2016,97222,Carlota,Debit Visa,1,27.95,0,12.55
11/14/2016,97229,Yanaki,Debit Visa,6,172.5,0.1,90.12
12/1/2016,97204,Aspen,Cash,2,55.9,0,26.96
12/21/2016,97204,Carlota,Mastercard,1,27.95,0,13.12
10/30/2016,97283,Carlota,Paypal,12,335.4,0.1875,145.2
10/30/2016,97283,Quad,Paypal,3,131.88,0,67.41
12/7/2016,97204,Carlota,Visa,6,167.7,0.1,71.64
11/17/2016,97222,Quad,Cash,12,527.52,0.1875,269.76
12/19/2016,97204,Aspen,Debit Visa,1,27.95,0,11.53
10/21/2016,97283,Quad,Paypal,8,351.68,0.1,190.72
12/9/2016,97204,Bellen,In Store,1,24.95,0,15.16
12/20/2016,97440,Carlota,Visa,12,335.4,0.1875,164.76
12/7/2016,97229,Quad,Cash,1,43.96,0,22.73
12/5/2016,97440,Yanaki,Visa,3,86.25,0,42.99
12/9/2016,97283,Bellen,Debit Visa,1,24.95,0,13.51
12/6/2016,97204,Quad,Paypal,1,43.96,0,23.4
12/14/2016,97204,Majestic Beaut,Debit Visa,1,32.95,0,20.03
12/2/2016,97222,Bellen,Paypal,1,24.95,0,12.85
10/31/2016,97204,Quad,Paypal,12,527.52,0.1875,261.12
10/4/2016,97440,Fun Fly,In Store,1,4.95,0,4.56
11/10/2016,97204,Quad,Cash,1,43.96,0,21.99
10/28/2016,97440,Yanaki,Cash,15,431.25,0.1875,223.5
12/7/2016,97204,Bellen,Debit Visa,1,24.95,0,13.93
10/29/2016,97401,Quad,Debit Visa,1,43.96,0,21.52
11/24/2016,97222,Bellen,Paypal,1,24.95,0,12.78
12/2/2016,97229,Quad,Debit Mastercard,12,527.52,0.1875,285.72
12/24/2016,97204,Quad,Cash,1,43.96,0,23.77
12/2/2016,97440,Carlota,Debit Mastercard,1,27.95,0,13.5
11/12/2016,97222,Quad,Cash,9,395.64,0.1,202.77
12/15/2016,97204,Quad,Debit Visa,11,483.56,0.1,248.49
10/3/2016,97204,Quad,American Express,1,43.96,0,22.23
11/10/2016,97283,Yanaki,Debit Visa,13,373.75,0.1875,204.49
10/21/2016,97204,Fun Fly,Mastercard,1,4.95,0,4.4
10/18/2016,97440,Bellen,Debit Visa,1,24.95,0,14.51
11/18/2016,97204,Quad,Paypal,1,43.96,0,23.55
10/4/2016,97222,Carlota,Paypal,2,55.9,0,23.88
10/11/2016,97440,Quad,Paypal,1,43.96,0,22.56
12/12/2016,97440,Quad,Debit Visa,1,43.96,0,23.73
12/16/2016,97204,Quad,Visa,6,263.76,0.1,134.7
11/30/2016,97401,Majestic Beaut,Cash,1,32.95,0,19.6
11/1/2016,97204,Fun Fly,Debit Visa,1,4.95,0,3.02
12/3/2016,97204,Bellen,Visa,1,24.95,0,13.28
10/22/2016,97440,Fun Fly,Debit Visa,1,4.95,0,2.53
11/1/2016,97440,Bellen,Mastercard,1,24.95,0,13.8
10/12/2016,97204,Bellen,In Store,5,124.75,0.1,76
10/4/2016,97204,Fun Fly,Debit Visa,1,4.95,0,3.65
11/28/2016,97229,Quad,Paypal,1,43.96,0,23.57
12/7/2016,97204,Quad,Visa,1,43.96,0,21.56
12/19/2016,97204,Yanaki,Debit Visa,1,28.75,0,16.07
10/19/2016,97204,Carlota,Cash,12,335.4,0.1875,140.76
12/18/2016,97440,Fun Fly,Debit Mastercard,1,4.95,0,2.69
12/18/2016,97222,Quad,Debit Visa,10,439.6,0.1,217.7
11/7/2016,97283,Carlota,Visa,1,27.95,0,11.57
10/28/2016,97204,Bellen,Paypal,1,24.95,0,14.66
11/8/2016,97204,Quad,Visa,1,43.96,0,21.91
12/6/2016,97204,Aspen,In Store,1,27.95,0,12.93
10/5/2016,97283,Fun Fly,Cash,1,4.95,0,3.88
11/28/2016,97204,Bellen,Mastercard,1,24.95,0,14.17
10/6/2016,97283,Carlota,Visa,1,27.95,0,12.78
11/24/2016,97204,Carlota,Debit Visa,6,167.7,0.1,72.06
12/1/2016,97204,Carlota,Debit Visa,1,27.95,0,12.4
12/7/2016,97204,Bellen,Paypal,1,24.95,0,13.91
10/29/2016,97440,Quad,Paypal,1,43.96,0,21.72
10/6/2016,97204,Bellen,Debit Visa,6,149.7,0.1,84.3
10/13/2016,97283,Carlota,American Express,6,167.7,0.1,70.56
11/17/2016,97204,Carlota,American Express,1,27.95,0,12.37
11/7/2016,97440,Quad,American Express,1,43.96,0,23.35
12/7/2016,97401,Carlota,Visa,1,27.95,0,12.1
12/15/2016,97440,Bellen,Cash,1,24.95,0,13.19
11/4/2016,97440,Yanaki,Paypal,1,28.75,0,14.08
10/23/2016,97204,Quad,American Express,1,43.96,0,23.42
12/7/2016,97440,Aspen,Paypal,6,167.7,0.1,77.76
12/7/2016,97229,Bellen,Debit Visa,1,24.95,0,14.09
12/20/2016,97440,Carlota,Debit Visa,8,223.6,0.1,104.4
10/13/2016,97229,Yanaki,Paypal,6,172.5,0.1,98.46
12/8/2016,97204,Fun Fly,Debit Visa,1,4.95,0,2.42
11/8/2016,97204,Bellen,Paypal,1,24.95,0,14.74
12/10/2016,97440,Aspen,Paypal,6,167.7,0.1,75.84
11/25/2016,97204,Quad,Paypal,1,43.96,0,22.17
10/4/2016,97222,Bellen,Cash,1,24.95,0,13.35
10/26/2016,97229,Bellen,Cash,2,49.9,0,25.84
11/7/2016,97283,Yanaki,Cash,1,28.75,0,15.54
10/12/2016,97440,Quad,Paypal,1,43.96,0,21.72
11/11/2016,97222,Fun Fly,Visa,1,4.95,0,5.03
10/14/2016,97229,Majestic Beaut,Mastercard,1,32.95,0,20.1
10/28/2016,97222,Bellen,Mastercard,1,24.95,0,12.98
10/6/2016,97204,Yanaki,Mastercard,1,28.75,0,14.26
10/14/2016,97440,Quad,Debit Mastercard,1,43.96,0,22.92
10/24/2016,97222,Carlota,Debit Visa,1,27.95,0,11.97
10/30/2016,97440,Yanaki,Paypal,1,28.75,0,15.37
10/4/2016,97440,Bellen,Debit Visa,12,299.4,0.1875,159
10/2/2016,97440,Quad,Mastercard,1,43.96,0,23.66
10/11/2016,97440,Quad,Debit Visa,1,43.96,0,22.58
11/13/2016,97283,Carlota,Paypal,1,27.95,0,12.26
10/6/2016,97204,Carlota,In Store,8,223.6,0.1,103.28
12/11/2016,97222,Majestic Beaut,Cash,1,32.95,0,21.83
11/1/2016,97204,Quad,Debit Mastercard,2,87.92,0,44.24
12/3/2016,97440,Yanaki,Paypal,1,28.75,0,14.83
12/18/2016,97283,Fun Fly,Debit Visa,1,4.95,0,3.19
12/6/2016,97401,Yanaki,Debit Visa,1,28.75,0,14.27
10/12/2016,97204,Fun Fly,Cash,2,9.9,0,9.5
10/14/2016,97283,Quad,Cash,1,43.96,0,21.7
12/1/2016,97204,Bellen,Paypal,1,24.95,0,12.87
11/29/2016,97283,Majestic Beaut,Debit Visa,2,65.9,0,38.62
10/27/2016,97222,Yanaki,Paypal,6,172.5,0.1,93.96
11/18/2016,97440,Yanaki,Paypal,1,28.75,0,15.04
12/23/2016,97401,Yanaki,American Express,1,28.75,0,14.89
11/19/2016,97283,Carlota,Cash,12,335.4,0.1875,145.44
10/1/2016,97229,Carlota,In Store,2,55.9,0,25.34
11/30/2016,97204,Quad,Visa,6,263.76,0.1,139.44
10/21/2016,97229,Fun Fly,Visa,1,4.95,0,4.56
10/2/2016,97440,Majestic Beaut,Debit Visa,1,32.95,0,19.88
11/1/2016,97204,Majestic Beaut,Debit Visa,12,395.4,0.1875,248.04
10/15/2016,97222,Quad,Visa,1,43.96,0,22.75
11/20/2016,97283,Carlota,American Express,6,167.7,0.1,82.56
11/15/2016,97283,Quad,Mastercard,1,43.96,0,22.49
11/24/2016,97204,Quad,Paypal,1,43.96,0,23.59
12/7/2016,97222,Fun Fly,Debit Visa,12,59.4,0.1875,48.12
11/28/2016,97204,Yanaki,In Store,6,172.5,0.1,86.76
11/24/2016,97222,Fun Fly,Debit Mastercard,1,4.95,0,2.7
11/29/2016,97229,Carlota,Debit Visa,1,27.95,0,11.97
10/3/2016,97204,Yanaki,Debit Visa,6,172.5,0.1,89.28
11/21/2016,97204,Majestic Beaut,Debit Visa,6,197.7,0.1,131.4
10/17/2016,97440,Fun Fly,Cash,1,4.95,0,4.21
11/13/2016,97204,Fun Fly,Debit Mastercard,1,4.95,0,4.84
10/9/2016,97222,Bellen,Paypal,1,24.95,0,14
12/18/2016,97204,Quad,Debit Mastercard,1,43.96,0,22.94
12/1/2016,97440,Quad,Mastercard,1,43.96,0,23.65
12/1/2016,97204,Bellen,Visa,6,149.7,0.1,90.3
10/3/2016,97401,Quad,In Store,2,87.92,0,47.1
11/22/2016,97204,Quad,Debit Visa,1,43.96,0,22.46
12/3/2016,97440,Quad,Debit Visa,6,263.76,0.1,138.06
12/24/2016,97229,Quad,Cash,1,43.96,0,23.26
12/20/2016,97204,Carlota,In Store,6,167.7,0.1,80.7
10/8/2016,97401,Quad,Debit Visa,1,43.96,0,22.3
10/31/2016,97440,Majestic Beaut,Debit Visa,1,32.95,0,20.09
11/17/2016,97222,Bellen,Debit Mastercard,1,24.95,0,13.13
12/4/2016,97440,Carlota,Debit Mastercard,1,27.95,0,13.47
10/23/2016,97283,Bellen,Debit Visa,12,299.4,0.1875,180.6
10/27/2016,97440,Quad,Paypal,6,263.76,0.1,142.32
10/11/2016,97204,Quad,Debit Mastercard,1,43.96,0,23.79
11/24/2016,97204,Bellen,Cash,1,24.95,0,13.04
12/14/2016,97401,Quad,Cash,14,615.44,0.1875,310.94
10/30/2016,97204,Quad,In Store,1,43.96,0,22.25
12/3/2016,97229,Yanaki,Visa,1,28.75,0,14.84
10/29/2016,97204,Bellen,American Express,1,24.95,0,15.36
12/17/2016,97401,Bellen,Debit Visa,2,49.9,0,26.48
12/1/2016,97440,Fun Fly,Debit Mastercard,8,39.6,0.1,30.56
11/28/2016,97222,Quad,Cash,1,43.96,0,23.34
10/3/2016,97283,Yanaki,Paypal,1,28.75,0,14.83
11/2/2016,97283,Bellen,Cash,2,49.9,0,28.16
10/21/2016,97440,Carlota,Debit Visa,1,27.95,0,13.24
12/2/2016,97401,Quad,Paypal,1,43.96,0,21.6
12/14/2016,97229,Carlota,Cash,1,27.95,0,12.99
10/27/2016,97440,Carlota,Paypal,1,27.95,0,13.06
12/6/2016,97283,Yanaki,Cash,1,28.75,0,14.43
10/20/2016,97229,Fun Fly,Visa,1,4.95,0,4.06
11/5/2016,97204,Quad,In Store,6,263.76,0.1,139.26
10/7/2016,97204,Carlota,Cash,1,27.95,0,13.27
10/30/2016,97440,Bellen,In Store,12,299.4,0.1875,166.68
12/4/2016,97204,Fun Fly,Debit Visa,6,29.7,0.1,20.76
12/12/2016,97204,Quad,American Express,6,263.76,0.1,144.36
10/9/2016,97440,Fun Fly,Paypal,1,4.95,0,3.38
10/11/2016,97283,Aspen,Mastercard,6,167.7,0.1,79.14
11/1/2016,97440,Bellen,Paypal,1,24.95,0,13.81
12/13/2016,97440,Fun Fly,Visa,1,4.95,0,2.69
11/29/2016,97401,Carlota,American Express,1,27.95,0,12.4
10/15/2016,97440,Carlota,Debit Visa,2,55.9,0,24.22
11/11/2016,97440,Carlota,Debit Visa,2,55.9,0,25.96
10/16/2016,97222,Yanaki,Mastercard,1,28.75,0,14.07
10/6/2016,97283,Bellen,Debit Visa,1,24.95,0,13.16
12/10/2016,97222,Bellen,Debit Visa,6,149.7,0.1,90.3
10/22/2016,97440,Bellen,Debit Visa,2,49.9,0,30.58
12/20/2016,97440,Quad,Mastercard,1,43.96,0,22.87
11/23/2016,97401,Bellen,Cash,6,149.7,0.1,80.82
12/24/2016,97440,Carlota,Paypal,12,335.4,0.1875,147.84
11/12/2016,97440,Quad,Paypal,1,43.96,0,21.72
11/2/2016,97222,Yanaki,Debit Mastercard,1,28.75,0,15.52
11/6/2016,97440,Quad,Visa,1,43.96,0,22.82
12/20/2016,97204,Quad,Cash,1,43.96,0,22.92
12/13/2016,97229,Quad,Debit Visa,1,43.96,0,22.86
10/24/2016,97229,Quad,Debit Mastercard,1,43.96,0,22.41
11/19/2016,97204,Fun Fly,Visa,7,34.65,0.1,33.46
11/8/2016,97229,Majestic Beaut,Visa,1,32.95,0,21.61
10/14/2016,97229,Quad,Debit Mastercard,12,527.52,0.1875,288.12
10/31/2016,97204,Quad,Debit Visa,1,43.96,0,23.25
11/29/2016,97440,Bellen,In Store,1,24.95,0,13.43
10/2/2016,97440,Yanaki,In Store,6,172.5,0.1,93.12
11/1/2016,97283,Carlota,Debit Visa,1,27.95,0,13.53
10/1/2016,97204,Fun Fly,Paypal,1,4.95,0,3.88
11/4/2016,97204,Bellen,Visa,6,149.7,0.1,82.86
12/4/2016,97440,Yanaki,Paypal,6,172.5,0.1,91.92
11/15/2016,97222,Yanaki,Cash,2,57.5,0,33.1
11/30/2016,97401,Quad,American Express,1,43.96,0,22.14
12/21/2016,97229,Yanaki,Debit Visa,1,28.75,0,14.94
11/5/2016,97440,Carlota,Debit Visa,12,335.4,0.1875,143.4
12/3/2016,97204,Yanaki,Debit Visa,2,57.5,0,32.68
11/29/2016,97440,Bellen,Paypal,6,149.7,0.1,88.02
11/6/2016,97401,Bellen,Paypal,1,24.95,0,14.89
10/17/2016,97283,Bellen,Debit Visa,6,149.7,0.1,85.86
12/1/2016,97229,Bellen,Paypal,1,24.95,0,13.65
12/3/2016,97229,Quad,Mastercard,9,395.64,0.1,194.31
12/18/2016,97204,Quad,American Express,1,43.96,0,22.53
12/6/2016,97229,Fun Fly,Debit Visa,1,4.95,0,4.66
11/12/2016,97440,Yanaki,Visa,11,316.25,0.1,161.26
12/12/2016,97204,Quad,Visa,1,43.96,0,21.68
10/6/2016,97283,Bellen,Debit Visa,1,24.95,0,13.97
10/2/2016,97401,Fun Fly,Paypal,1,4.95,0,2.95
12/16/2016,97229,Quad,Debit Mastercard,1,43.96,0,21.51
12/15/2016,97204,Fun Fly,Debit Visa,12,59.4,0.1875,49.2
12/2/2016,97401,Fun Fly,Visa,4,19.8,0.1,13.16
10/11/2016,97440,Fun Fly,Cash,1,4.95,0,4.95
12/12/2016,97440,Carlota,Debit Visa,1,27.95,0,12.14
10/17/2016,97283,Fun Fly,Cash,1,4.95,0,4.86
10/29/2016,97204,Quad,Paypal,6,263.76,0.1,133.86
10/4/2016,97283,Quad,Visa,1,43.96,0,21.64
10/10/2016,97204,Quad,In Store,1,43.96,0,21.82
11/3/2016,97283,Quad,Debit Visa,12,527.52,0.1875,282
12/13/2016,97222,Carlota,Debit Visa,6,167.7,0.1,69.06
12/18/2016,97283,Yanaki,Paypal,9,258.75,0.1,148.95
10/21/2016,97204,Carlota,American Express,12,335.4,0.1875,163.56
12/19/2016,97401,Aspen,Paypal,6,167.7,0.1,81.18
11/7/2016,97204,Quad,Debit Mastercard,1,43.96,0,23.82
12/4/2016,97283,Quad,Paypal,12,527.52,0.1875,265.56
11/27/2016,97204,Quad,Mastercard,12,527.52,0.1875,259.92
10/1/2016,97204,Bellen,Debit Visa,1,24.95,0,14.97
11/12/2016,97204,Bellen,Visa,12,299.4,0.1875,177.48
10/30/2016,97229,Carlota,American Express,5,139.75,0.1,66.3
10/16/2016,97204,Bellen,Cash,3,74.85,0,41.67
10/26/2016,97440,Quad,Paypal,1,43.96,0,21.53
12/3/2016,97283,Yanaki,Paypal,12,345,0.1875,178.8
12/3/2016,97222,Bellen,Debit Mastercard,1,24.95,0,12.81
11/21/2016,97440,Quad,Debit Mastercard,1,43.96,0,23.54
12/5/2016,97440,Quad,Cash,1,43.96,0,23.03
10/14/2016,97229,Quad,Cash,6,263.76,0.1,138.84
12/5/2016,97204,Quad,Mastercard,1,43.96,0,23.62
11/16/2016,97283,Yanaki,Cash,1,28.75,0,15.01
11/8/2016,97204,Yanaki,Debit Mastercard,1,28.75,0,16.15
11/7/2016,97440,Carlota,Cash,12,335.4,0.1875,156.24
12/18/2016,97222,Quad,Debit Visa,1,43.96,0,22.1
10/14/2016,97440,Bellen,Cash,1,24.95,0,13.99
12/9/2016,97222,Carlota,Debit Visa,1,27.95,0,11.67
11/25/2016,97440,Quad,Visa,1,43.96,0,22.08
12/24/2016,97229,Majestic Beaut,In Store,1,32.95,0,21.08
11/10/2016,97283,Fun Fly,Cash,6,29.7,0.1,28.8
10/27/2016,97283,Quad,Cash,1,43.96,0,22.52
10/25/2016,97440,Carlota,Debit Visa,1,27.95,0,11.89
11/5/2016,97229,Yanaki,Visa,12,345,0.1875,198.48
11/2/2016,97440,Fun Fly,Cash,1,4.95,0,3.66
10/5/2016,97401,Quad,Visa,1,43.96,0,23.03
12/8/2016,97204,Bellen,Cash,1,24.95,0,14.84
10/6/2016,97440,Yanaki,Debit Mastercard,2,57.5,0,31.64
10/14/2016,97204,Quad,Cash,1,43.96,0,23.14
11/21/2016,97440,Yanaki,Debit Mastercard,1,28.75,0,15.86
10/24/2016,97283,Carlota,Debit Visa,6,167.7,0.1,77.88
12/24/2016,97401,Carlota,Debit Visa,2,55.9,0,25.42
12/24/2016,97440,Yanaki,Visa,12,345,0.1875,195.36
12/11/2016,97204,Majestic Beaut,Paypal,12,395.4,0.1875,245.4
10/31/2016,97229,Bellen,Visa,1,24.95,0,14.67
10/2/2016,97222,Carlota,Paypal,1,27.95,0,12.46
10/5/2016,97440,Yanaki,Paypal,6,172.5,0.1,93.84
12/21/2016,97222,Bellen,Paypal,1,24.95,0,13.13
10/28/2016,97229,Carlota,Debit Mastercard,1,27.95,0,12.11
10/26/2016,97440,Aspen,Cash,1,27.95,0,11.37
12/20/2016,97204,Yanaki,Visa,1,28.75,0,16.4
10/23/2016,97401,Aspen,Cash,1,27.95,0,11.81
10/1/2016,97204,Yanaki,Paypal,1,28.75,0,16.38
12/11/2016,97204,Bellen,Paypal,1,24.95,0,14.28
12/5/2016,97440,Quad,American Express,1,43.96,0,23.46
12/18/2016,97440,Bellen,Visa,1,24.95,0,15.32
12/9/2016,97229,Carlota,Debit Mastercard,1,27.95,0,13.29
11/9/2016,97204,Fun Fly,American Express,6,29.7,0.1,25.26
10/4/2016,97222,Fun Fly,Visa,1,4.95,0,4.68
10/7/2016,97204,Yanaki,In Store,14,402.5,0.1875,212.24
11/6/2016,97283,Bellen,Cash,1,24.95,0,15
11/14/2016,97283,Bellen,Paypal,1,24.95,0,13.41
12/12/2016,97401,Carlota,Debit Visa,1,27.95,0,11.7
11/20/2016,97204,Yanaki,Debit Visa,1,28.75,0,15.66
10/12/2016,97401,Bellen,Paypal,6,149.7,0.1,79.62
12/6/2016,97204,Quad,Debit Visa,1,43.96,0,21.82
11/1/2016,97204,Bellen,Paypal,1,24.95,0,13.24
11/26/2016,97204,Carlota,Paypal,1,27.95,0,12.7
12/4/2016,97401,Carlota,Debit Visa,1,27.95,0,14.01
12/12/2016,97440,Quad,Visa,6,263.76,0.1,132.36
10/16/2016,97204,Bellen,In Store,1,24.95,0,13.82
11/11/2016,97229,Quad,Cash,1,43.96,0,22.44
10/18/2016,97440,Quad,Paypal,12,527.52,0.1875,270.96
10/17/2016,97440,Carlota,Cash,1,27.95,0,13.82
10/28/2016,97401,Bellen,Visa,1,24.95,0,14.14
12/3/2016,97229,Quad,Cash,1,43.96,0,22.83
12/14/2016,97204,Carlota,Debit Visa,1,27.95,0,13.9
12/24/2016,97401,Bellen,Paypal,12,299.4,0.1875,171.12
11/7/2016,97440,Bellen,Mastercard,8,199.6,0.1,112
11/2/2016,97204,Quad,Cash,1,43.96,0,22.67
