Date,Store Zip Code,Product,Payment Type,Units,Amount of Sale,Revenue Discount,COGS
12/2/2016,87941,Fun Fly,Debit Mastercard,12,59.4,0.215,56.04
12/22/2016,87315,Yanaki,Debit Mastercard,1,29.75,0,15.44
12/7/2016,87001,Fun Fly,Visa,1,4.95,0,10.92
12/10/2016,87103,Carlota,Debit Mastercard,1,28.95,0,11.61
12/13/2016,87001,Quad,Debit Mastercard,13,584.48,0.215,302.77
10/9/2016,87941,Majestic Beaut,Debit Visa,1,33.95,0,23.72
11/29/2016,87037,Quad,Mastercard,12,539.52,0.215,298.68
12/14/2016,87941,Majestic Beaut,American Express,6,203.7,0.125,127.74
10/11/2016,87506,Yanaki,American Express,1,29.75,0,22.81
10/17/2016,87037,Carlota,Debit Visa,1,28.95,0,15.62
10/19/2016,87001,Carlota,Debit Mastercard,1,28.95,0,17.64
11/1/2016,87001,Yanaki,Visa,12,357,0.215,231.48
12/24/2016,87001,Bellen,Paypal,1,25.95,0,15.12
11/27/2016,87941,Crested Beaut,Mastercard,1,38.95,0,20.65
11/12/2016,87001,Aspen,Paypal,1,28.95,0,19.36
12/15/2016,87001,Quad,Visa,15,674.4,0.215,408.3
12/7/2016,87315,Quad,Debit Visa,2,89.92,0,45.58
11/16/2016,87001,Majestic Beaut,Debit Mastercard,1,33.95,0,17.39
10/29/2016,87103,Yanaki,Debit Visa,1,29.75,0,14.09
12/5/2016,87001,Quad,Debit Visa,1,44.96,0,27.82
10/2/2016,87506,Crested Beaut,Visa,12,467.4,0.215,203.76
10/14/2016,87001,Quad,Debit Visa,1,44.96,0,24.01
10/22/2016,87315,Quad,Debit Visa,1,44.96,0,23.9
12/5/2016,87941,Quad,Debit Visa,1,44.96,0,23.07
10/10/2016,87001,Quad,Visa,4,179.84,0.1,82.64
11/23/2016,87001,Carlota,Visa,1,28.95,0,14.38
10/22/2016,87037,Carlota,Debit Visa,1,28.95,0,19.69
10/19/2016,87506,Crested Beaut,Visa,6,233.7,0.125,127.56
10/17/2016,87315,Yanaki,Cash,1,29.75,0,20.95
10/22/2016,87001,Yanaki,Debit Visa,1,29.75,0,15.13
10/28/2016,87941,Bellen,Cash,1,25.95,0,15.14
11/13/2016,87037,Carlota,Paypal,6,173.7,0.125,95.4
12/5/2016,87037,Quad,Debit Visa,12,539.52,0.215,321
10/17/2016,87001,Fun Fly,Debit Mastercard,1,4.95,0,9.1
10/18/2016,87001,Fun Fly,Paypal,1,4.95,0,7.39
11/1/2016,87941,Majestic Beaut,Visa,3,101.85,0,70.38
11/28/2016,87941,Bellen,Debit Visa,1,25.95,0,12.36
11/10/2016,87001,Majestic Beaut,In Store,6,203.7,0.125,130.68
11/27/2016,87315,Yanaki,Visa,12,357,0.215,175.92
11/24/2016,87315,Aspen,In Store,1,28.95,0,10.7
12/12/2016,87315,Quad,Visa,12,539.52,0.215,258.6
12/12/2016,87001,Crested Beaut,American Express,1,38.95,0,19.28
12/17/2016,87001,Majestic Beaut,Cash,1,33.95,0,17.81
11/29/2016,87506,Majestic Beaut,Cash,1,33.95,0,21.87
12/20/2016,87001,Fun Fly,In Store,1,4.95,0,2.75
10/13/2016,87001,Carlota,Visa,1,28.95,0,12.61
12/22/2016,87001,Yanaki,Debit Mastercard,1,29.75,0,21.18
11/3/2016,87315,Carlota,Debit Mastercard,1,28.95,0,18.57
11/19/2016,87315,Quad,Mastercard,1,44.96,0,21.5
12/14/2016,87103,Carlota,Paypal,6,173.7,0.125,102.72
10/3/2016,87001,Bellen,Mastercard,1,25.95,0,15.53
12/16/2016,87001,Crested Beaut,Paypal,1,38.95,0,22.81
11/12/2016,87001,Quad,Paypal,12,539.52,0.215,321.6
12/17/2016,87037,Carlota,Visa,1,28.95,0,19
10/5/2016,87001,Quad,Visa,1,44.96,0,29.48
12/21/2016,87001,Majestic Beaut,Visa,1,33.95,0,24.2
12/1/2016,87315,Aspen,Debit Visa,1,28.95,0,11.71
12/21/2016,87001,Fun Fly,Paypal,1,4.95,0,7.56
12/7/2016,87037,Majestic Beaut,Debit Visa,3,101.85,0,50.31
10/10/2016,87001,Yanaki,Debit Mastercard,1,29.75,0,13.35
10/21/2016,87001,Aspen,American Express,1,28.95,0,10.9
10/31/2016,87001,Majestic Beaut,Mastercard,1,33.95,0,23
12/10/2016,87001,Quad,Paypal,1,44.96,0,21.99
12/11/2016,87001,Crested Beaut,Visa,6,233.7,0.125,105.66
11/28/2016,87941,Fun Fly,Visa,1,4.95,0,6
11/25/2016,87941,Majestic Beaut,Cash,1,33.95,0,19.88
10/21/2016,87506,Bellen,Debit Mastercard,1,25.95,0,18.78
10/15/2016,87941,Carlota,Debit Mastercard,1,28.95,0,16.06
10/19/2016,87001,Fun Fly,Visa,1,4.95,0,9.65
12/2/2016,87001,Crested Beaut,Visa,1,38.95,0,22.86
10/31/2016,87941,Yanaki,Mastercard,1,29.75,0,17.47
12/13/2016,87001,Quad,Visa,1,44.96,0,21.5
12/11/2016,87037,Quad,Paypal,4,179.84,0.1,106.28
11/4/2016,87001,Majestic Beaut,Debit Mastercard,6,203.7,0.125,94.32
11/7/2016,87001,Carlota,American Express,1,28.95,0,14.3
10/17/2016,87001,Quad,Paypal,9,404.64,0.125,231.75
10/20/2016,87037,Yanaki,Visa,6,178.5,0.125,138.78
10/23/2016,87103,Carlota,Paypal,1,28.95,0,14.56
11/21/2016,87941,Fun Fly,Visa,12,59.4,0.215,99.96
10/22/2016,87315,Majestic Beaut,Cash,1,33.95,0,24.82
11/28/2016,87001,Majestic Beaut,Visa,1,33.95,0,23.49
11/18/2016,87001,Carlota,Visa,1,28.95,0,17.02
10/30/2016,87315,Quad,Paypal,1,44.96,0,30.2
12/23/2016,87037,Crested Beaut,Mastercard,1,38.95,0,22.55
10/6/2016,87001,Majestic Beaut,Debit Visa,1,33.95,0,21.73
10/18/2016,87001,Quad,Visa,1,44.96,0,23.63
10/11/2016,87941,Carlota,Visa,6,173.7,0.125,114.24
12/18/2016,87037,Bellen,Debit Visa,8,207.6,0.125,133.6
10/16/2016,87506,Majestic Beaut,Visa,8,271.6,0.125,192.64
12/8/2016,87103,Majestic Beaut,Visa,1,33.95,0,20.76
10/26/2016,87506,Carlota,Paypal,1,28.95,0,11.05
11/2/2016,87001,Carlota,Paypal,12,347.4,0.215,220.32
12/18/2016,87315,Fun Fly,Visa,8,39.6,0.125,55.28
10/12/2016,87037,Majestic Beaut,Visa,6,203.7,0.125,113.1
12/18/2016,87103,Majestic Beaut,Debit Visa,12,407.4,0.215,200.04
12/15/2016,87037,Bellen,Mastercard,1,25.95,0,14.97
10/26/2016,87001,Majestic Beaut,Debit Visa,15,509.25,0.215,362.25
11/7/2016,87001,Crested Beaut,In Store,1,38.95,0,17.57
11/11/2016,87001,Fun Fly,Paypal,1,4.95,0,8.43
12/24/2016,87001,Yanaki,Debit Visa,6,178.5,0.125,96
10/8/2016,87001,Majestic Beaut,Mastercard,12,407.4,0.215,276.72
12/7/2016,87941,Majestic Beaut,Debit Visa,1,33.95,0,21.01
10/10/2016,87001,Majestic Beaut,Paypal,2,67.9,0,45.82
11/12/2016,87103,Bellen,Paypal,12,311.4,0.215,216.96
12/22/2016,87037,Quad,Paypal,1,44.96,0,24.24
11/7/2016,87315,Aspen,Visa,1,28.95,0,15.38
12/16/2016,87001,Majestic Beaut,Debit Mastercard,2,67.9,0,43.34
11/19/2016,87001,Crested Beaut,Visa,6,233.7,0.125,116.94
11/22/2016,87315,Bellen,Paypal,1,25.95,0,19.03
12/8/2016,87506,Yanaki,Mastercard,1,29.75,0,15.48
11/10/2016,87506,Carlota,American Express,6,173.7,0.125,99.18
11/8/2016,87315,Quad,Debit Mastercard,1,44.96,0,21.35
12/15/2016,87001,Crested Beaut,Debit Visa,1,38.95,0,26.48
12/14/2016,87315,Majestic Beaut,Paypal,6,203.7,0.125,141
10/20/2016,87037,Carlota,Cash,1,28.95,0,11.32
11/23/2016,87103,Carlota,Debit Mastercard,6,173.7,0.125,94.86
11/24/2016,87001,Crested Beaut,Debit Visa,1,38.95,0,18.38
10/25/2016,87103,Carlota,American Express,1,28.95,0,13.96
12/24/2016,87037,Bellen,Debit Mastercard,1,25.95,0,20.97
12/13/2016,87001,Quad,Visa,1,44.96,0,28.77
10/24/2016,87001,Majestic Beaut,Debit Mastercard,1,33.95,0,24.17
10/29/2016,87103,Yanaki,Debit Visa,3,89.25,0,43.68
10/6/2016,87001,Bellen,Visa,6,155.7,0.125,114.84
11/25/2016,87315,Yanaki,Debit Mastercard,1,29.75,0,23.23
12/16/2016,87103,Crested Beaut,Visa,6,233.7,0.125,118.62
12/20/2016,87103,Crested Beaut,Paypal,6,233.7,0.125,149.88
10/6/2016,87001,Majestic Beaut,Paypal,1,33.95,0,19.25
10/3/2016,87001,Carlota,Debit Mastercard,4,115.8,0.1,62.12
11/25/2016,87001,Quad,Visa,1,44.96,0,22.93
11/13/2016,87103,Majestic Beaut,Paypal,1,33.95,0,19.43
11/19/2016,87103,Majestic Beaut,Debit Visa,1,33.95,0,23.52
12/21/2016,87506,Yanaki,Mastercard,1,29.75,0,21.5
10/11/2016,87001,Quad,Visa,12,539.52,0.215,259.2
11/22/2016,87103,Carlota,Paypal,1,28.95,0,15.99
12/19/2016,87001,Quad,Visa,4,179.84,0.1,102.96
12/15/2016,87315,Bellen,Debit Visa,1,25.95,0,19.46
10/16/2016,87001,Bellen,Paypal,2,51.9,0,31
11/5/2016,87001,Aspen,Debit Visa,3,86.85,0,57.78
10/17/2016,87037,Carlota,Debit Visa,1,28.95,0,19.5
11/13/2016,87001,Fun Fly,American Express,1,4.95,0,1.64
11/13/2016,87315,Carlota,Paypal,2,57.9,0,32.7
11/13/2016,87001,Bellen,Visa,5,129.75,0.1,95.25
11/23/2016,87315,Fun Fly,Visa,1,4.95,0,8.45
10/16/2016,87315,Yanaki,Debit Visa,1,29.75,0,19.77
12/13/2016,87037,Majestic Beaut,Visa,1,33.95,0,16.15
12/20/2016,87001,Majestic Beaut,Mastercard,1,33.95,0,24.36
10/14/2016,87001,Bellen,Visa,2,51.9,0,39.36
12/16/2016,87941,Yanaki,Debit Visa,1,29.75,0,13.94
12/18/2016,87037,Majestic Beaut,Debit Mastercard,1,33.95,0,22.68
10/15/2016,87506,Quad,Debit Visa,12,539.52,0.215,332.04
10/7/2016,87001,Quad,Debit Visa,1,44.96,0,23.35
11/14/2016,87001,Bellen,Mastercard,1,25.95,0,18.87
11/2/2016,87315,Bellen,Visa,6,155.7,0.125,122.7
12/21/2016,87001,Yanaki,Debit Visa,6,178.5,0.125,132.12
10/26/2016,87941,Quad,Debit Mastercard,6,269.76,0.125,137.64
10/6/2016,87506,Majestic Beaut,Paypal,1,33.95,0,17.21
10/30/2016,87037,Carlota,Debit Mastercard,6,173.7,0.125,97.62
12/22/2016,87001,Aspen,Visa,12,347.4,0.215,141.48
10/1/2016,87001,Yanaki,Visa,1,29.75,0,19.92
10/12/2016,87941,Quad,Visa,1,44.96,0,25.13
10/24/2016,87103,Crested Beaut,Visa,1,38.95,0,26.54
10/9/2016,87315,Yanaki,Debit Mastercard,1,29.75,0,14.78
11/6/2016,87001,Fun Fly,Visa,3,14.85,0,16.14
11/15/2016,87941,Yanaki,Debit Visa,6,178.5,0.125,134.88
10/31/2016,87001,Crested Beaut,Visa,1,38.95,0,19
12/23/2016,87001,Crested Beaut,Paypal,4,155.8,0.1,90.72
12/23/2016,87941,Crested Beaut,Visa,14,545.3,0.215,352.1
11/15/2016,87001,Quad,Paypal,8,359.68,0.125,199.12
11/21/2016,87103,Carlota,Visa,1,28.95,0,13.77
10/29/2016,87001,Majestic Beaut,Debit Mastercard,1,33.95,0,18.36
12/24/2016,87001,Carlota,Paypal,1,28.95,0,16.62
12/22/2016,87001,Bellen,Paypal,1,25.95,0,19.67
10/18/2016,87103,Quad,American Express,13,584.48,0.215,356.59
12/18/2016,87001,Quad,American Express,6,269.76,0.125,128.46
12/16/2016,87001,Aspen,Debit Visa,1,28.95,0,11.1
12/4/2016,87001,Carlota,Debit Mastercard,12,347.4,0.215,206.88
12/13/2016,87941,Crested Beaut,Mastercard,1,38.95,0,21.39
10/29/2016,87506,Quad,Paypal,2,89.92,0,45.46
10/7/2016,87037,Bellen,Debit Visa,1,25.95,0,16.35
10/10/2016,87103,Quad,Debit Visa,1,44.96,0,26.26
11/1/2016,87001,Carlota,Visa,1,28.95,0,17.32
10/19/2016,87001,Crested Beaut,American Express,1,38.95,0,26.2
10/20/2016,87001,Majestic Beaut,In Store,1,33.95,0,19.83
10/23/2016,87001,Bellen,Visa,1,25.95,0,17.52
12/11/2016,87001,Majestic Beaut,Mastercard,12,407.4,0.215,256.68
10/21/2016,87001,Majestic Beaut,Mastercard,1,33.95,0,22.06
12/20/2016,87001,Carlota,Visa,1,28.95,0,17.31
10/29/2016,87001,Carlota,Visa,12,347.4,0.215,224.28
12/22/2016,87037,Quad,Paypal,1,44.96,0,22.86
12/16/2016,87001,Bellen,Debit Mastercard,6,155.7,0.125,108.96
12/15/2016,87941,Majestic Beaut,Visa,1,33.95,0,21.99
12/13/2016,87001,Carlota,Debit Mastercard,6,173.7,0.125,79.92
10/5/2016,87001,Carlota,Debit Visa,6,173.7,0.125,82.68
11/28/2016,87001,Bellen,Mastercard,1,25.95,0,19.4
10/26/2016,87941,Carlota,Visa,1,28.95,0,13.9
10/18/2016,87506,Majestic Beaut,Debit Visa,6,203.7,0.125,99.72
10/7/2016,87103,Majestic Beaut,Debit Mastercard,10,339.5,0.125,173.3
11/27/2016,87001,Quad,Visa,1,44.96,0,27.09
10/29/2016,87315,Majestic Beaut,Paypal,1,33.95,0,18.54
11/19/2016,87037,Quad,Paypal,1,44.96,0,30.28
10/11/2016,87001,Bellen,Debit Visa,3,77.85,0,44.07
12/14/2016,87506,Aspen,Visa,1,28.95,0,15.37
11/8/2016,87315,Quad,American Express,1,44.96,0,29.83
11/2/2016,87506,Quad,Paypal,1,44.96,0,30.17
12/6/2016,87001,Bellen,Debit Visa,1,25.95,0,19.68
11/23/2016,87103,Quad,American Express,1,44.96,0,23.49
11/10/2016,87001,Fun Fly,Cash,12,59.4,0.215,58.44
12/12/2016,87315,Carlota,American Express,1,28.95,0,15.87
10/9/2016,87103,Quad,Visa,2,89.92,0,42.78
10/7/2016,87315,Majestic Beaut,Paypal,1,33.95,0,15.89
11/14/2016,87941,Aspen,Visa,14,405.3,0.215,177.94
11/11/2016,87037,Carlota,Paypal,1,28.95,0,11.35
11/27/2016,87037,Majestic Beaut,In Store,1,33.95,0,21.54
12/9/2016,87001,Carlota,Visa,1,28.95,0,18.37
11/4/2016,87001,Bellen,Visa,1,25.95,0,16.72
11/21/2016,87506,Carlota,Debit Visa,1,28.95,0,15.63
12/5/2016,87001,Crested Beaut,American Express,4,155.8,0.1,104.52
11/13/2016,87001,Yanaki,Paypal,1,29.75,0,16.01
11/6/2016,87506,Carlota,Cash,1,28.95,0,10.69
11/9/2016,87315,Bellen,Debit Mastercard,1,25.95,0,19.96
12/8/2016,87506,Majestic Beaut,Paypal,1,33.95,0,21.93
11/2/2016,87001,Bellen,Visa,6,155.7,0.125,130.38
10/14/2016,87315,Yanaki,Visa,6,178.5,0.125,129.6
10/11/2016,87037,Aspen,American Express,3,86.85,0,45.96
11/1/2016,87001,Aspen,Paypal,12,347.4,0.215,220.44
10/26/2016,87103,Majestic Beaut,Debit Mastercard,4,135.8,0.1,82.16
12/13/2016,87001,Crested Beaut,Debit Visa,1,38.95,0,22.04
12/16/2016,87941,Fun Fly,Debit Visa,1,4.95,0,6.04
11/24/2016,87037,Majestic Beaut,Visa,3,101.85,0,67.8
11/17/2016,87001,Quad,Visa,1,44.96,0,30.18
11/9/2016,87001,Quad,Debit Visa,1,44.96,0,22.61
11/10/2016,87001,Carlota,Visa,1,28.95,0,14.54
11/1/2016,87103,Carlota,Paypal,6,173.7,0.125,103.08
11/17/2016,87506,Quad,In Store,6,269.76,0.125,174.12
10/25/2016,87315,Yanaki,American Express,1,29.75,0,14.54
11/10/2016,87001,Carlota,Paypal,1,28.95,0,15.92
10/11/2016,87001,Aspen,Paypal,2,57.9,0,20.72
10/10/2016,87001,Bellen,American Express,12,311.4,0.215,256.56
11/13/2016,87037,Majestic Beaut,Paypal,12,407.4,0.215,182.04
12/14/2016,87037,Bellen,Paypal,3,77.85,0,55.41
11/13/2016,87001,Quad,Debit Mastercard,12,539.52,0.215,306.84
11/4/2016,87941,Majestic Beaut,Visa,1,33.95,0,16.07
12/18/2016,87001,Fun Fly,Visa,4,19.8,0.1,35.32
11/20/2016,87001,Carlota,Visa,6,173.7,0.125,114.66
12/8/2016,87103,Carlota,Visa,1,28.95,0,16.88
11/24/2016,87001,Yanaki,Paypal,1,29.75,0,17.34
10/8/2016,87506,Bellen,Visa,1,25.95,0,12.25
11/14/2016,87001,Majestic Beaut,Debit Visa,1,33.95,0,15.21
11/9/2016,87001,Bellen,Debit Mastercard,1,25.95,0,16.76
12/14/2016,87941,Yanaki,American Express,1,29.75,0,18.54
11/16/2016,87001,Quad,Mastercard,1,44.96,0,21.6
10/3/2016,87037,Yanaki,Debit Mastercard,1,29.75,0,16.69
12/24/2016,87037,Quad,Visa,12,539.52,0.215,258.96
12/10/2016,87001,Carlota,Visa,6,173.7,0.125,79.56
12/12/2016,87001,Crested Beaut,Debit Visa,1,38.95,0,20.65
10/1/2016,87315,Aspen,Visa,1,28.95,0,17.45
11/18/2016,87103,Majestic Beaut,Debit Visa,12,407.4,0.215,246.12
11/23/2016,87001,Bellen,Mastercard,1,25.95,0,19.66
11/23/2016,87001,Bellen,Debit Visa,1,25.95,0,16.04
10/13/2016,87001,Carlota,Debit Mastercard,1,28.95,0,18.86
10/12/2016,87941,Aspen,Debit Visa,4,115.8,0.1,73.92
11/10/2016,87315,Crested Beaut,Debit Visa,1,38.95,0,24.49
11/25/2016,87001,Majestic Beaut,Debit Mastercard,1,33.95,0,20.48
10/3/2016,87506,Carlota,Visa,6,173.7,0.125,111.84
10/4/2016,87315,Crested Beaut,Paypal,14,545.3,0.215,327.46
11/12/2016,87103,Majestic Beaut,Mastercard,1,33.95,0,23.85
10/29/2016,87506,Fun Fly,Visa,1,4.95,0,7.49
12/19/2016,87001,Carlota,Paypal,1,28.95,0,19.23
12/9/2016,87315,Majestic Beaut,Debit Visa,1,33.95,0,15.08
11/16/2016,87001,Carlota,Visa,1,28.95,0,19.89
11/30/2016,87001,Bellen,Debit Visa,1,25.95,0,20.45
10/20/2016,87001,Carlota,Paypal,6,173.7,0.125,99.42
11/10/2016,87506,Quad,Mastercard,1,44.96,0,26.21
11/27/2016,87941,Yanaki,In Store,1,29.75,0,15.83
10/7/2016,87001,Yanaki,Cash,1,29.75,0,15.07
10/22/2016,87506,Majestic Beaut,Debit Visa,1,33.95,0,22.12
11/14/2016,87037,Majestic Beaut,Visa,1,33.95,0,17.17
11/7/2016,87315,Majestic Beaut,Paypal,9,305.55,0.125,157.5
10/28/2016,87001,Yanaki,Debit Mastercard,6,178.5,0.125,120.36
11/14/2016,87941,Quad,Mastercard,1,44.96,0,29.76
12/21/2016,87037,Carlota,Debit Visa,9,260.55,0.125,172.26
12/4/2016,87001,Bellen,In Store,2,51.9,0,38.26
12/13/2016,87506,Majestic Beaut,Visa,1,33.95,0,24.87
12/23/2016,87315,Quad,Debit Visa,5,224.8,0.1,152.15
10/10/2016,87001,Yanaki,Paypal,1,29.75,0,16.28
12/11/2016,87001,Fun Fly,Debit Visa,1,4.95,0,1.4
11/15/2016,87001,Carlota,In Store,1,28.95,0,17.9
10/26/2016,87941,Yanaki,Mastercard,1,29.75,0,15.82
11/11/2016,87103,Fun Fly,Paypal,1,4.95,0,7.24
11/16/2016,87315,Bellen,Paypal,12,311.4,0.215,180.24
11/17/2016,87001,Yanaki,Debit Visa,1,29.75,0,19.18
12/7/2016,87506,Carlota,Visa,1,28.95,0,12.21
10/12/2016,87506,Carlota,Debit Visa,1,28.95,0,20
11/4/2016,87037,Quad,Debit Visa,1,44.96,0,22.95
10/13/2016,87103,Aspen,In Store,1,28.95,0,17.12
11/15/2016,87506,Majestic Beaut,Mastercard,1,33.95,0,15.81
10/2/2016,87941,Quad,Visa,1,44.96,0,29.56
10/5/2016,87001,Majestic Beaut,Visa,1,33.95,0,23.35
10/18/2016,87103,Crested Beaut,Mastercard,1,38.95,0,21.35
12/11/2016,87001,Fun Fly,American Express,4,19.8,0.1,37.28
11/26/2016,87941,Carlota,Debit Visa,1,28.95,0,19.04
11/20/2016,87941,Carlota,Visa,12,347.4,0.215,141.24
11/26/2016,87001,Carlota,Paypal,1,28.95,0,15.42
11/24/2016,87001,Fun Fly,Debit Visa,1,4.95,0,1.43
10/11/2016,87001,Bellen,Visa,9,233.55,0.125,173.43
10/12/2016,87506,Yanaki,Visa,1,29.75,0,22.63
11/7/2016,87941,Carlota,Debit Visa,6,173.7,0.125,116.82
10/24/2016,87037,Majestic Beaut,Paypal,6,203.7,0.125,124.44
12/17/2016,87001,Majestic Beaut,Paypal,12,407.4,0.215,213.12
10/9/2016,87941,Majestic Beaut,Visa,1,33.95,0,17.59
11/12/2016,87001,Majestic Beaut,Paypal,1,33.95,0,16.93
11/30/2016,87001,Yanaki,Paypal,2,59.5,0,44.88
10/18/2016,87001,Quad,Paypal,1,44.96,0,28.92
11/6/2016,87001,Carlota,Paypal,1,28.95,0,17.07
11/19/2016,87037,Bellen,Mastercard,1,25.95,0,17.74
11/3/2016,87103,Majestic Beaut,Visa,1,33.95,0,15.85
12/20/2016,87103,Quad,Debit Mastercard,6,269.76,0.125,152.34
11/24/2016,87001,Bellen,American Express,12,311.4,0.215,171.72
12/13/2016,87001,Crested Beaut,Debit Mastercard,1,38.95,0,17.67
11/26/2016,87001,Majestic Beaut,Debit Visa,6,203.7,0.125,128.94
10/3/2016,87001,Crested Beaut,Debit Visa,1,38.95,0,17.46
10/10/2016,87001,Quad,Visa,12,539.52,0.215,333
11/17/2016,87315,Bellen,Paypal,2,51.9,0,26.68
12/6/2016,87315,Bellen,Visa,1,25.95,0,16.89
12/14/2016,87001,Yanaki,Visa,1,29.75,0,20.82
10/26/2016,87001,Yanaki,Debit Mastercard,1,29.75,0,18.74
11/7/2016,87941,Majestic Beaut,Paypal,1,33.95,0,20.64
11/19/2016,87001,Yanaki,Debit Mastercard,6,178.5,0.125,115.02
10/23/2016,87001,Crested Beaut,Visa,6,233.7,0.125,150.06
10/25/2016,87037,Bellen,Visa,1,25.95,0,20.93
11/13/2016,87037,Yanaki,Paypal,2,59.5,0,37.26
12/18/2016,87001,Quad,Paypal,1,44.96,0,26.45
11/19/2016,87001,Bellen,Visa,12,311.4,0.215,147.48
10/3/2016,87941,Majestic Beaut,Visa,1,33.95,0,17.67
11/3/2016,87001,Carlota,Debit Mastercard,1,28.95,0,16.42
10/12/2016,87001,Crested Beaut,Mastercard,6,233.7,0.125,130.14
12/24/2016,87941,Bellen,Visa,1,25.95,0,14.26
10/21/2016,87315,Carlota,Mastercard,1,28.95,0,15.79
12/18/2016,87037,Quad,Paypal,1,44.96,0,30.01
11/8/2016,87001,Majestic Beaut,Cash,1,33.95,0,16.12
10/6/2016,87103,Carlota,Paypal,1,28.95,0,16.31
11/29/2016,87001,Majestic Beaut,Paypal,1,33.95,0,21.62
10/17/2016,87001,Yanaki,Visa,1,29.75,0,22.28
12/24/2016,87506,Crested Beaut,Visa,11,428.45,0.125,271.48
