Date,Store Zip Code,Product,Payment Type,Units,Amount of Sale,Revenue Discount,COGS
10/21/2016,85327,Fun Fly,Cash,1,4.95,0,2.93
10/3/2016,85224,Carlota,Mastercard,1,27.95,0,12.98
10/6/2016,85327,Fun Fly,Visa,1,4.95,0,3.08
10/19/2016,85001,Fun Fly,Cash,2,9.9,0,6.16
11/7/2016,85327,Carlota,Mastercard,1,27.95,0,12.96
11/26/2016,85224,Crested Beaut,Debit Mastercard,1,37.95,0,22.19
10/30/2016,85327,Fun Fly,Debit Visa,1,4.95,0,3.09
11/23/2016,85224,Fun Fly,Cash,1,4.95,0,2.55
12/8/2016,85001,Bellen,In Store,1,24.95,0,12.91
10/4/2016,85001,Aspen,Mastercard,2,55.9,0,24.82
12/15/2016,85327,Yanaki,Cash,1,28.75,0,15.09
10/13/2016,85327,Quad,Visa,2,87.92,0,42.9
10/2/2016,85001,Quad,Cash,3,131.88,0,64.53
10/4/2016,85001,Carlota,Debit Mastercard,1,27.95,0,13.17
10/27/2016,85001,Fun Fly,Cash,1,4.95,0,3.27
10/7/2016,85224,Carlota,Debit Visa,1,27.95,0,12.09
11/26/2016,85224,Majestic Beaut,Mastercard,1,32.95,0,19
11/11/2016,85001,Fun Fly,Debit Mastercard,1,4.95,0,3.44
11/19/2016,85001,Fun Fly,Mastercard,3,14.85,0,11.52
11/23/2016,85224,Yanaki,Paypal,1,28.75,0,15.67
10/11/2016,85224,Fun Fly,Debit Mastercard,1,4.95,0,2.99
12/23/2016,85224,Majestic Beaut,Cash,1,32.95,0,20.31
12/21/2016,85224,Quad,American Express,2,87.92,0,43.92
11/27/2016,85001,Quad,In Store,1,43.96,0,22.89
11/15/2016,85001,Quad,Mastercard,1,43.96,0,22.64
12/1/2016,85001,Yanaki,Paypal,3,86.25,0,43.95
10/25/2016,85001,Fun Fly,American Express,1,4.95,0,2.75
11/28/2016,85001,Aspen,Mastercard,1,27.95,0,12.09
10/18/2016,85327,Carlota,Visa,1,27.95,0,13.41
11/7/2016,85001,Yanaki,Mastercard,1,28.75,0,15.26
10/14/2016,85001,Fun Fly,Mastercard,6,29.7,0.1,21.42
10/8/2016,85224,Fun Fly,Paypal,1,4.95,0,3.48
12/4/2016,85327,Majestic Beaut,Paypal,1,32.95,0,20.39
11/30/2016,85001,Fun Fly,Debit Visa,1,4.95,0,2.57
11/21/2016,85001,Majestic Beaut,Visa,1,32.95,0,19.02
12/16/2016,85224,Fun Fly,Paypal,4,19.8,0.1,13.68
11/15/2016,85001,Fun Fly,Debit Mastercard,1,4.95,0,2.56
12/18/2016,85001,Fun Fly,Paypal,6,29.7,0.1,20.34
12/14/2016,85001,Fun Fly,Cash,1,4.95,0,3.04
11/18/2016,85327,Majestic Beaut,Cash,6,197.7,0.1,118.68
10/21/2016,85001,Fun Fly,Debit Visa,6,29.7,0.1,17.82
12/9/2016,85224,Fun Fly,Debit Visa,1,4.95,0,3.26
10/10/2016,85224,Bellen,Paypal,1,24.95,0,13.16
11/20/2016,85001,Fun Fly,Debit Visa,1,4.95,0,3.08
10/13/2016,85327,Carlota,Debit Visa,1,27.95,0,12.16
11/28/2016,85001,Aspen,Cash,1,27.95,0,11.57
10/7/2016,85327,Fun Fly,Visa,6,29.7,0.1,23.88
11/8/2016,85001,Fun Fly,In Store,1,4.95,0,2.52
12/7/2016,85224,Fun Fly,Visa,1,4.95,0,3.97
11/21/2016,85224,Bellen,Mastercard,1,24.95,0,13.08
11/13/2016,85224,Quad,American Express,1,43.96,0,21.73
11/7/2016,85327,Fun Fly,Visa,1,4.95,0,2.6
10/9/2016,85001,Fun Fly,Paypal,1,4.95,0,2.6
12/11/2016,85001,Fun Fly,Visa,1,4.95,0,3.8
10/12/2016,85224,Fun Fly,Debit Visa,1,4.95,0,2.79
12/18/2016,85327,Quad,Cash,2,87.92,0,45.94
10/24/2016,85224,Fun Fly,Debit Visa,1,4.95,0,3.8
10/19/2016,85224,Fun Fly,Mastercard,4,19.8,0.1,14.48
11/21/2016,85001,Bellen,In Store,1,24.95,0,13.44
11/13/2016,85001,Fun Fly,Debit Visa,1,4.95,0,3.66
12/18/2016,85224,Fun Fly,Visa,1,4.95,0,3.79
12/20/2016,85001,Fun Fly,Debit Mastercard,1,4.95,0,3.66
10/3/2016,85001,Bellen,Debit Mastercard,3,74.85,0,40.77
12/18/2016,85001,Carlota,Mastercard,1,27.95,0,12.01
11/19/2016,85327,Quad,American Express,1,43.96,0,23
12/10/2016,85001,Aspen,Paypal,1,27.95,0,12.01
10/7/2016,85001,Fun Fly,Debit Visa,1,4.95,0,3.97
11/15/2016,85327,Majestic Beaut,Mastercard,1,32.95,0,19.69
10/31/2016,85001,Bellen,Mastercard,1,24.95,0,12.95
10/21/2016,85224,Majestic Beaut,Cash,1,32.95,0,20.38
10/13/2016,85327,Quad,Mastercard,1,43.96,0,22.72
12/14/2016,85001,Bellen,Cash,1,24.95,0,13.32
11/29/2016,85001,Carlota,In Store,1,27.95,0,12.73
12/3/2016,85001,Crested Beaut,American Express,1,37.95,0,21.86
11/7/2016,85001,Fun Fly,Mastercard,1,4.95,0,3.6
12/8/2016,85001,Aspen,Paypal,6,167.7,0.1,75.84
10/14/2016,85001,Fun Fly,Cash,6,29.7,0.1,19.74
12/6/2016,85001,Aspen,Visa,1,27.95,0,12.79
11/22/2016,85327,Bellen,Paypal,1,24.95,0,13.35
10/11/2016,85327,Carlota,Mastercard,2,55.9,0,24.24
10/21/2016,85224,Quad,Mastercard,1,43.96,0,22.08
10/4/2016,85327,Aspen,American Express,2,55.9,0,22.66
11/21/2016,85327,Carlota,Debit Visa,1,27.95,0,13.3
10/21/2016,85001,Majestic Beaut,Mastercard,1,32.95,0,19.69
11/28/2016,85224,Aspen,Mastercard,1,27.95,0,12.04
10/22/2016,85327,Carlota,Mastercard,6,167.7,0.1,78.9
10/10/2016,85001,Bellen,Mastercard,1,24.95,0,13.67
12/4/2016,85001,Majestic Beaut,Cash,1,32.95,0,20.32
12/6/2016,85224,Majestic Beaut,Cash,1,32.95,0,20.45
12/9/2016,85327,Quad,Debit Mastercard,1,43.96,0,22.39
10/5/2016,85327,Fun Fly,Visa,1,4.95,0,4.01
10/9/2016,85327,Quad,Visa,1,43.96,0,22.14
12/14/2016,85001,Quad,Visa,6,263.76,0.1,128.4
10/29/2016,85001,Carlota,Visa,1,27.95,0,12.25
12/12/2016,85327,Quad,Visa,1,43.96,0,21.47
12/13/2016,85001,Quad,Visa,1,43.96,0,22.96
12/21/2016,85327,Yanaki,Debit Mastercard,1,28.75,0,15.18
11/13/2016,85224,Yanaki,Visa,1,28.75,0,14.59
12/6/2016,85001,Majestic Beaut,Mastercard,1,32.95,0,19.11
12/9/2016,85001,Carlota,Mastercard,3,83.85,0,38.1
10/11/2016,85001,Fun Fly,Visa,1,4.95,0,2.48
10/21/2016,85327,Aspen,Mastercard,1,27.95,0,11.62
10/23/2016,85327,Bellen,Mastercard,3,74.85,0,43.29
12/22/2016,85327,Carlota,Cash,6,167.7,0.1,72.36
11/8/2016,85224,Fun Fly,Cash,1,4.95,0,2.62
10/23/2016,85001,Fun Fly,Debit Mastercard,1,4.95,0,3.13
11/28/2016,85001,Fun Fly,Paypal,1,4.95,0,2.49
10/1/2016,85001,Yanaki,Paypal,1,28.75,0,15.87
10/5/2016,85327,Carlota,Debit Mastercard,1,27.95,0,11.91
10/29/2016,85001,Bellen,In Store,6,149.7,0.1,78.06
11/12/2016,85327,Fun Fly,Visa,1,4.95,0,3.43
10/1/2016,85327,Fun Fly,Mastercard,1,4.95,0,4.03
11/8/2016,85001,Majestic Beaut,Debit Mastercard,1,32.95,0,20.6
10/31/2016,85327,Fun Fly,Mastercard,1,4.95,0,2.75
10/29/2016,85001,Quad,Visa,1,43.96,0,21.41
11/18/2016,85224,Fun Fly,Debit Visa,1,4.95,0,3.35
10/4/2016,85001,Quad,Paypal,6,263.76,0.1,132.66
11/19/2016,85001,Fun Fly,Cash,1,4.95,0,4.07
10/1/2016,85327,Quad,In Store,1,43.96,0,21.94
10/28/2016,85001,Fun Fly,Cash,4,19.8,0.1,15.08
10/10/2016,85327,Carlota,Mastercard,1,27.95,0,12.16
12/4/2016,85001,Aspen,Mastercard,1,27.95,0,12.78
12/12/2016,85327,Aspen,Debit Mastercard,1,27.95,0,12.17
10/30/2016,85224,Quad,Debit Visa,1,43.96,0,22.37
11/16/2016,85327,Fun Fly,Mastercard,1,4.95,0,2.91
10/31/2016,85327,Fun Fly,Debit Visa,2,9.9,0,5.28
11/13/2016,85224,Quad,Visa,1,43.96,0,21.39
10/1/2016,85327,Fun Fly,Visa,1,4.95,0,2.99
10/21/2016,85224,Fun Fly,Cash,6,29.7,0.1,24.42
10/8/2016,85001,Quad,Cash,2,87.92,0,43.48
12/18/2016,85224,Fun Fly,In Store,1,4.95,0,2.85
12/17/2016,85327,Carlota,In Store,1,27.95,0,12.83
11/7/2016,85327,Carlota,Debit Mastercard,3,83.85,0,37.59
12/16/2016,85224,Quad,Visa,1,43.96,0,22.01
11/28/2016,85224,Carlota,Debit Visa,2,55.9,0,25.8
11/14/2016,85327,Fun Fly,Debit Visa,1,4.95,0,3.74
10/17/2016,85001,Fun Fly,Mastercard,6,29.7,0.1,22.08
10/27/2016,85001,Quad,Visa,1,43.96,0,23
12/12/2016,85001,Bellen,Visa,4,99.8,0.1,52.68
10/20/2016,85001,Fun Fly,Mastercard,1,4.95,0,3.43
10/13/2016,85001,Fun Fly,Cash,1,4.95,0,3.04
11/22/2016,85001,Fun Fly,Visa,6,29.7,0.1,23.7
10/23/2016,85224,Bellen,Paypal,6,149.7,0.1,79.26
10/1/2016,85327,Crested Beaut,Debit Visa,1,37.95,0,22.02
12/4/2016,85001,Fun Fly,Visa,1,4.95,0,3.39
12/5/2016,85001,Majestic Beaut,Mastercard,1,32.95,0,19.77
10/22/2016,85001,Majestic Beaut,Debit Visa,1,32.95,0,20.34
11/7/2016,85327,Bellen,Debit Mastercard,1,24.95,0,12.98
10/7/2016,85327,Fun Fly,Debit Visa,1,4.95,0,3.79
12/16/2016,85001,Majestic Beaut,Mastercard,1,32.95,0,20.03
11/16/2016,85327,Yanaki,Debit Visa,1,28.75,0,15.84
10/15/2016,85224,Fun Fly,Visa,1,4.95,0,3.2
10/2/2016,85001,Bellen,Visa,1,24.95,0,12.99
10/7/2016,85327,Fun Fly,Debit Visa,1,4.95,0,2.6
10/13/2016,85327,Fun Fly,American Express,1,4.95,0,3.15
12/18/2016,85224,Yanaki,Paypal,1,28.75,0,14.79
10/27/2016,85001,Crested Beaut,Visa,1,37.95,0,22.46
11/6/2016,85327,Carlota,Debit Mastercard,1,27.95,0,13.52
10/28/2016,85001,Bellen,Debit Mastercard,1,24.95,0,14.36
11/15/2016,85327,Fun Fly,Visa,2,9.9,0,7.94
10/23/2016,85224,Quad,Debit Visa,1,43.96,0,21.61
10/26/2016,85224,Carlota,Cash,6,167.7,0.1,74.28
12/9/2016,85001,Majestic Beaut,Mastercard,4,131.8,0.1,82.28
12/11/2016,85224,Quad,Cash,2,87.92,0,45.66
11/12/2016,85001,Fun Fly,Mastercard,3,14.85,0,9.12
11/5/2016,85224,Bellen,Mastercard,1,24.95,0,14.02
11/1/2016,85327,Majestic Beaut,Mastercard,1,32.95,0,19.08
11/20/2016,85001,Yanaki,Debit Mastercard,1,28.75,0,15.23
11/29/2016,85327,Quad,Paypal,1,43.96,0,22.77
11/10/2016,85001,Carlota,Debit Visa,2,55.9,0,23.78
12/11/2016,85224,Bellen,Mastercard,1,24.95,0,13.16
11/10/2016,85327,Fun Fly,Debit Visa,1,4.95,0,2.4
10/30/2016,85001,Quad,Paypal,6,263.76,0.1,132.54
11/28/2016,85327,Bellen,American Express,1,24.95,0,13.52
12/18/2016,85001,Carlota,Paypal,1,27.95,0,13.45
11/1/2016,85224,Aspen,Paypal,1,27.95,0,11.86
12/7/2016,85327,Quad,Debit Visa,1,43.96,0,22.75
12/4/2016,85001,Yanaki,Debit Mastercard,1,28.75,0,14.38
11/19/2016,85327,Bellen,Debit Visa,2,49.9,0,25.76
10/13/2016,85001,Majestic Beaut,Cash,1,32.95,0,19.68
12/2/2016,85001,Carlota,Debit Visa,1,27.95,0,12.93
11/16/2016,85327,Fun Fly,Debit Mastercard,1,4.95,0,2.51
10/9/2016,85327,Fun Fly,Debit Visa,1,4.95,0,2.75
12/17/2016,85224,Aspen,Visa,1,27.95,0,11.86
11/5/2016,85327,Fun Fly,Debit Visa,1,4.95,0,2.6
10/26/2016,85001,Fun Fly,Cash,1,4.95,0,2.51
12/1/2016,85001,Quad,Mastercard,1,43.96,0,22.83
11/9/2016,85224,Fun Fly,Paypal,1,4.95,0,3.19
11/10/2016,85001,Fun Fly,Debit Mastercard,1,4.95,0,2.43
11/14/2016,85001,Fun Fly,Paypal,1,4.95,0,2.57
10/4/2016,85327,Majestic Beaut,Mastercard,1,32.95,0,19.54
12/10/2016,85327,Bellen,Mastercard,1,24.95,0,12.76
11/26/2016,85224,Aspen,Debit Visa,1,27.95,0,11.63
10/7/2016,85001,Crested Beaut,Debit Visa,1,37.95,0,22.55
11/1/2016,85001,Fun Fly,Visa,1,4.95,0,2.53
10/26/2016,85327,Bellen,Mastercard,1,24.95,0,13.5
12/17/2016,85001,Fun Fly,Visa,1,4.95,0,3.45
11/25/2016,85224,Quad,Cash,1,43.96,0,23.01
11/13/2016,85001,Aspen,Cash,6,167.7,0.1,73.32
11/25/2016,85001,Fun Fly,Mastercard,2,9.9,0,8.08
10/10/2016,85224,Fun Fly,Cash,1,4.95,0,2.73
12/24/2016,85001,Quad,Mastercard,1,43.96,0,22.91
11/12/2016,85327,Bellen,In Store,1,24.95,0,13.1
11/22/2016,85001,Fun Fly,Mastercard,1,4.95,0,2.53
10/13/2016,85224,Crested Beaut,Mastercard,1,37.95,0,21.78
11/16/2016,85001,Bellen,Paypal,1,24.95,0,13.4
11/20/2016,85224,Bellen,Debit Visa,1,24.95,0,13.05
10/13/2016,85224,Fun Fly,Cash,1,4.95,0,4.14
10/3/2016,85224,Fun Fly,American Express,1,4.95,0,2.77
10/2/2016,85327,Fun Fly,Debit Mastercard,1,4.95,0,3.74
10/18/2016,85327,Bellen,Paypal,1,24.95,0,14.19
10/30/2016,85001,Bellen,American Express,1,24.95,0,14.03
11/13/2016,85001,Bellen,Debit Visa,1,24.95,0,12.96
10/2/2016,85001,Fun Fly,Debit Mastercard,1,4.95,0,2.52
12/1/2016,85327,Carlota,Cash,1,27.95,0,13.34
12/5/2016,85001,Quad,Mastercard,1,43.96,0,22.67
12/9/2016,85001,Quad,Mastercard,1,43.96,0,21.4
12/17/2016,85224,Fun Fly,Paypal,1,4.95,0,3.33
11/8/2016,85001,Fun Fly,Visa,1,4.95,0,3.05
11/9/2016,85224,Fun Fly,Visa,1,4.95,0,3.42
10/2/2016,85327,Fun Fly,American Express,6,29.7,0.1,16.68
12/18/2016,85327,Fun Fly,Debit Mastercard,1,4.95,0,3.29
12/15/2016,85327,Fun Fly,Cash,1,4.95,0,3.47
10/15/2016,85001,Majestic Beaut,Mastercard,1,32.95,0,19.29
11/16/2016,85327,Fun Fly,Visa,1,4.95,0,2.68
11/5/2016,85001,Fun Fly,American Express,1,4.95,0,3.25
12/12/2016,85224,Majestic Beaut,Visa,1,32.95,0,19.53
10/2/2016,85001,Crested Beaut,Cash,3,113.85,0,69.24
10/13/2016,85327,Majestic Beaut,Visa,1,32.95,0,19.12
12/6/2016,85224,Quad,Debit Visa,1,43.96,0,21.52
10/18/2016,85224,Carlota,Visa,1,27.95,0,12.71
11/19/2016,85224,Quad,Visa,1,43.96,0,22.49
11/1/2016,85327,Majestic Beaut,Paypal,1,32.95,0,19.91
10/10/2016,85327,Fun Fly,Debit Visa,3,14.85,0,8.88
11/5/2016,85001,Quad,Cash,1,43.96,0,21.67
10/8/2016,85001,Quad,Mastercard,2,87.92,0,44.6
11/13/2016,85224,Majestic Beaut,Paypal,1,32.95,0,20.45
10/14/2016,85001,Majestic Beaut,Debit Mastercard,1,32.95,0,20.01
11/14/2016,85327,Aspen,Visa,1,27.95,0,12.52
12/16/2016,85327,Majestic Beaut,Paypal,1,32.95,0,19.64
10/31/2016,85001,Carlota,Debit Visa,2,55.9,0,26.78
10/3/2016,85224,Bellen,American Express,1,24.95,0,13.29
12/8/2016,85327,Quad,Cash,1,43.96,0,22.19
10/12/2016,85224,Carlota,Mastercard,1,27.95,0,12.67
12/10/2016,85001,Fun Fly,American Express,2,9.9,0,6.86
10/1/2016,85224,Fun Fly,Cash,1,4.95,0,4.15
12/9/2016,85001,Bellen,Visa,1,24.95,0,13.23
10/9/2016,85224,Yanaki,Visa,6,172.5,0.1,93.18
11/1/2016,85327,Quad,Debit Visa,1,43.96,0,22.53
10/15/2016,85327,Quad,Debit Visa,1,43.96,0,21.32
12/1/2016,85001,Quad,Visa,1,43.96,0,21.96
11/10/2016,85001,Aspen,Cash,1,27.95,0,12.19
12/5/2016,85001,Fun Fly,Mastercard,1,4.95,0,2.72
11/29/2016,85327,Fun Fly,Visa,1,4.95,0,3.57
10/24/2016,85327,Carlota,Debit Visa,1,27.95,0,12.23
11/22/2016,85001,Fun Fly,Paypal,1,4.95,0,3.45
11/29/2016,85224,Fun Fly,Cash,2,9.9,0,4.96
11/13/2016,85001,Fun Fly,Mastercard,1,4.95,0,3.52
10/2/2016,85224,Fun Fly,Mastercard,1,4.95,0,2.98
10/9/2016,85327,Majestic Beaut,In Store,1,32.95,0,19.01
11/4/2016,85224,Yanaki,Cash,1,28.75,0,14.53
12/21/2016,85001,Fun Fly,Paypal,1,4.95,0,2.48
11/7/2016,85327,Fun Fly,American Express,1,4.95,0,2.38
10/2/2016,85224,Fun Fly,Mastercard,1,4.95,0,3.82
10/26/2016,85001,Fun Fly,Cash,1,4.95,0,3.98
12/12/2016,85001,Carlota,Visa,4,111.8,0.1,50.28
10/6/2016,85001,Fun Fly,Paypal,4,19.8,0.1,16.12
10/26/2016,85327,Crested Beaut,Debit Mastercard,1,37.95,0,22.75
11/2/2016,85224,Fun Fly,Visa,1,4.95,0,2.51
11/2/2016,85224,Quad,Debit Visa,1,43.96,0,22.98
11/18/2016,85327,Quad,Visa,1,43.96,0,22.96
10/1/2016,85001,Crested Beaut,Debit Mastercard,1,37.95,0,22.08
12/18/2016,85327,Yanaki,Visa,1,28.75,0,14.89
11/24/2016,85001,Carlota,Debit Mastercard,1,27.95,0,13.37
10/10/2016,85001,Aspen,Mastercard,6,167.7,0.1,74.1
11/4/2016,85001,Fun Fly,Mastercard,1,4.95,0,3.1
11/6/2016,85001,Quad,In Store,6,263.76,0.1,137.4
10/22/2016,85001,Majestic Beaut,Visa,1,32.95,0,20.1
11/12/2016,85001,Crested Beaut,Mastercard,1,37.95,0,22.74
10/26/2016,85001,Crested Beaut,Mastercard,1,37.95,0,22.15
12/17/2016,85327,Fun Fly,Debit Visa,1,4.95,0,2.82
11/23/2016,85001,Quad,Cash,1,43.96,0,22.02
12/22/2016,85224,Carlota,Cash,2,55.9,0,24.84
11/7/2016,85001,Yanaki,Visa,1,28.75,0,15.05
10/4/2016,85327,Fun Fly,Mastercard,1,4.95,0,2.37
11/8/2016,85327,Bellen,Paypal,1,24.95,0,13.61
11/17/2016,85001,Fun Fly,American Express,1,4.95,0,2.68
11/24/2016,85001,Fun Fly,Debit Mastercard,1,4.95,0,3.89
12/14/2016,85001,Carlota,Paypal,1,27.95,0,12.3
11/11/2016,85224,Fun Fly,Visa,6,29.7,0.1,16.8
10/26/2016,85001,Fun Fly,Debit Visa,1,4.95,0,3.79
10/7/2016,85224,Fun Fly,Paypal,1,4.95,0,2.54
10/21/2016,85001,Aspen,American Express,6,167.7,0.1,70.26
12/3/2016,85327,Fun Fly,Debit Mastercard,1,4.95,0,2.52
10/24/2016,85224,Fun Fly,Visa,1,4.95,0,2.82
12/7/2016,85327,Fun Fly,Mastercard,1,4.95,0,3.22
10/11/2016,85327,Fun Fly,Cash,1,4.95,0,4.17
10/1/2016,85224,Quad,Debit Mastercard,1,43.96,0,21.63
12/3/2016,85001,Fun Fly,In Store,1,4.95,0,3.36
12/12/2016,85327,Fun Fly,In Store,1,4.95,0,2.82
10/9/2016,85001,Fun Fly,Visa,1,4.95,0,2.78
12/18/2016,85327,Carlota,Mastercard,1,27.95,0,13.13
10/11/2016,85001,Bellen,Paypal,1,24.95,0,12.72
11/6/2016,85001,Quad,In Store,1,43.96,0,22.66
11/11/2016,85001,Carlota,Mastercard,1,27.95,0,12.22
11/14/2016,85327,Fun Fly,Cash,1,4.95,0,2.75
10/5/2016,85224,Fun Fly,Paypal,1,4.95,0,3.77
12/19/2016,85001,Yanaki,Mastercard,1,28.75,0,15.23
10/29/2016,85327,Crested Beaut,Cash,3,113.85,0,69.57
12/24/2016,85001,Bellen,Paypal,1,24.95,0,14.43
12/6/2016,85001,Majestic Beaut,Paypal,1,32.95,0,19.82
11/8/2016,85001,Majestic Beaut,Debit Mastercard,1,32.95,0,20.43
12/22/2016,85327,Quad,Visa,1,43.96,0,22.45
10/15/2016,85001,Crested Beaut,Visa,1,37.95,0,22.88
11/4/2016,85001,Yanaki,Debit Mastercard,1,28.75,0,15.3
11/21/2016,85327,Fun Fly,Visa,1,4.95,0,4.09
12/9/2016,85224,Majestic Beaut,Debit Mastercard,1,32.95,0,19.41
11/12/2016,85327,Yanaki,Visa,6,172.5,0.1,91.44
11/14/2016,85327,Fun Fly,In Store,1,4.95,0,4.13
10/23/2016,85001,Fun Fly,Mastercard,6,29.7,0.1,24.9
11/23/2016,85224,Fun Fly,Cash,1,4.95,0,4.06
12/7/2016,85327,Quad,Visa,1,43.96,0,22.36
10/17/2016,85224,Quad,Visa,1,43.96,0,22.96
11/5/2016,85001,Majestic Beaut,Visa,1,32.95,0,19.94
11/17/2016,85327,Fun Fly,Debit Visa,1,4.95,0,3.1
11/6/2016,85001,Quad,Paypal,1,43.96,0,21.84
12/23/2016,85001,Quad,Mastercard,1,43.96,0,22.12
10/22/2016,85001,Quad,Debit Visa,1,43.96,0,22.58
12/24/2016,85224,Yanaki,Debit Visa,1,28.75,0,15.05
11/21/2016,85001,Yanaki,Visa,1,28.75,0,15.1
10/12/2016,85001,Fun Fly,Visa,6,29.7,0.1,19.74
11/26/2016,85001,Yanaki,In Store,6,172.5,0.1,87.66
10/23/2016,85001,Crested Beaut,Visa,6,227.7,0.1,134.16
11/28/2016,85327,Quad,Cash,1,43.96,0,22.75
11/12/2016,85001,Quad,Mastercard,1,43.96,0,22.53
10/25/2016,85001,Bellen,Mastercard,1,24.95,0,13.61
12/13/2016,85001,Yanaki,American Express,1,28.75,0,15.51
10/3/2016,85327,Majestic Beaut,Paypal,1,32.95,0,19.95
11/23/2016,85327,Carlota,In Store,6,167.7,0.1,78.72
11/6/2016,85001,Fun Fly,Visa,1,4.95,0,3.28
10/11/2016,85001,Carlota,Visa,6,167.7,0.1,74.82
10/17/2016,85224,Quad,Debit Visa,1,43.96,0,22.99
11/26/2016,85224,Majestic Beaut,Cash,1,32.95,0,19.12
10/7/2016,85327,Fun Fly,Mastercard,2,9.9,0,5.82
12/12/2016,85327,Fun Fly,In Store,1,4.95,0,3.73
12/23/2016,85001,Yanaki,Cash,1,28.75,0,14.68
12/23/2016,85001,Quad,Visa,1,43.96,0,21.24
11/8/2016,85001,Bellen,Debit Visa,1,24.95,0,14.07
10/27/2016,85001,Fun Fly,In Store,1,4.95,0,3.37
12/17/2016,85224,Fun Fly,American Express,2,9.9,0,7.94
10/27/2016,85001,Fun Fly,Cash,1,4.95,0,3.51
